venue_id,venue_full_name,venue_city,venue_state,league
1834,Bridgestone Arena,Nashville,TN,ncaa_mbb
3417,Rocket Arena,Cleveland,OH,ncaa_mbb
892,Ball Arena,Denver,CO,ncaa_mbb
3373,INTRUST Bank Arena,Wichita,KS,ncaa_mbb
3812,Lucas Oil Stadium,Indianapolis,IN,ncaa_mbb
3604,Alamodome,San Antonio,TX,ncaa_mbb
2129,The Jungle,Indianapolis,IN,ncaa_mbb
11540,Jeffery P. Hazell Athletics Center,West Haven,CT,ncaa_mbb
2166,Timmons Arena,Greenville,SC,ncaa_mbb
2161,Walsh Gymnasium,South Orange,NJ,ncaa_mbb
5309,Stony Brook Arena,Stony Brook,NY,ncaa_mbb
11629,Lee & Penny Anderson Arena,Saint Paul,MN,ncaa_mbb
1847,United Center,Chicago,IL,ncaa_mbb
1753,Now Arena,Hoffman Estates,IL,ncaa_mbb
5036,Howard McCasland Field House,Norman,OK,ncaa_mbb
11561,Hornet Pavilion,Sacramento,CA,ncaa_mbb
6017,McArthur Center,St. Petersburg,FL,ncaa_mbb
1824,TD Garden,Boston,MA,ncaa_mbb
4809,Veterans Memorial Arena,Jacksonville,FL,ncaa_mbb
11630,John Hurst Adams Gymnasium,Jacksonville,FL,ncaa_mbb
7374,State Farm Field House,Kissimmee,FL,ncaa_mbb
4005,Michelob ULTRA Arena,Las Vegas,NV,ncaa_mbb
11624,Resorts World Event Center,Las Vegas,NV,ncaa_mbb
7240,Raider Arena,Destin,FL,ncaa_mbb
1396,Benchmark International Arena,Tampa,FL,ncaa_mbb
7395,Place Bell,Laval,PQ,ncaa_mbb
2531,Selland Arena,Fresno,CA,ncaa_mbb
3479,Leonard E. Merrell Center,Katy,TX,ncaa_mbb
3450,Charleston Coliseum,Charleston,WV,ncaa_mbb
6018,Cabot Center,Boston,MA,ncaa_mbb
985,Smoothie King Center,New Orleans,LA,ncaa_mbb
7561,Tarlton Complex,Hickory,NC,ncaa_mbb
5984,Kaiser Permanente Arena,Santa Cruz,CA,ncaa_mbb
1946,Kress Center,Green Bay,WI,ncaa_mbb
11627,Casey's Center,Des Moines,IA,ncaa_mbb
21,Giant Center,Hershey,PA,ncaa_mbb
3423,Moda Center,Portland,OR,ncaa_mbb
2505,The Forum (USA),Los Angeles,CA,ncaa_mbb
1837,PPG Paints Arena,Pittsburgh,PA,ncaa_mbb
1848,KeyBank Center,Buffalo,NY,ncaa_mbb
2195,Frank Erwin Center,Austin,TX,ncaa_mbb
2172,Tom Gola Arena,Philadelphia,PA,ncaa_mbb
1996,Frost Arena,Brookings,SD,ncaa_mbb
1049,Ferrell Center,Waco,TX,ncaa_mbb
2057,Georgia State Sports Arena,Atlanta,GA,ncaa_mbb
2222,HP Field House,Orlando,FL,ncaa_mbb
2097,Willett Hall,Farmville,VA,ncaa_mbb
7105,South Padre Island Convention Center,South Padre Island,TX,ncaa_mbb
7244,Moe Kent Family Field House,Naples,FL,ncaa_mbb
7260,JSerra Pavillion,San Juan Capistrano,CA,ncaa_mbb
4605,Cross Insurance Center,Bangor,ME,ncaa_mbb
5310,Golden 1 Center,Sacramento,CA,ncaa_mbb
1259,Total Mortgage Arena,Bridgeport,CT,ncaa_mbb
2560,Anaheim Convention Center,Anaheim,CA,ncaa_mbb
1624,Gregory Gymnasium,Austin,TX,ncaa_mbb
7226,UBS Arena,Elmont,NY,ncaa_mbb
7241,Teague Center,Abilene,TX,ncaa_mbb
1911,BOK Center,Tulsa,OK,ncaa_mbb
2043,Skyhawk Arena,Martin,TN,ncaa_mbb
4811,Brookshire Grocery Arena,Bossier City,LA,ncaa_mbb
5289,Freedom Hall (KY),Louisville,KY,ncaa_mbb
5428,Winfield Dunn Center,Clarksville,TN,ncaa_mbb
5985,Lifetime Activities Center,Salt Lake City,UT,ncaa_mbb
2122,T.M. Elmore Gymnasium,Normal,AL,ncaa_mbb
2013,McDonough Arena,Washington,DC,ncaa_mbb
241,Bojangles Coliseum,Charlotte,NC,ncaa_mbb
5455,Ford Center At The Star,Frisco,TX,ncaa_mbb
780,Frost Bank Center,San Antonio,TX,ncaa_mbb
3493,Caesars Superdome,New Orleans,LA,ncaa_mbb
906,Al McGuire Center,Milwaukee,WI,ncaa_mbb
4242,American Family Field,Milwaukee,WI,ncaa_mbb
7380,USS Abraham Lincoln,San Diego,CA,ncaa_mbb
5454,Delmar Fieldhouse,Houston,TX,ncaa_mbb
4019,National Basketball Arena,Dublin,Ireland,ncaa_mbb
5445,Montego Bay Convention Centre,Montego Bay,Jamaica,ncaa_mbb
4566,Forbes Arena,Atlanta,GA,ncaa_mbb
6163,Bert Ogden Arena,Edinburg,TX,ncaa_mbb
5429,Veterans Memorial Coliseum,Portland,OR,ncaa_mbb
4732,Copper Box Arena,London,England,ncaa_mbb
4822,The Arena at Northwest FL St,Niceville,FL,ncaa_mbb
2607,George Q. Cannon Activities Center,Laie,HI,ncaa_mbb
7396,Enmarket Arena,Savannah,GA,ncaa_mbb
1217,Tsongas Center,Lowell,MA,ncaa_mbb
3428,Salt Lake Community College,Salt Lake City,UT,ncaa_mbb
2590,O2 Arena (ENG),London,England,ncaa_mbb
2233,Mandalay Bay,Las Vegas,NV,ncaa_mbb
7392,Harwood Arena,Union,NJ,ncaa_mbb
1475,Wells Fargo Arena,Des Moines,IA,ncaa_mbb
3432,Kia Center,Orlando,FL,ncaa_mbb
1828,Nationwide Arena,Columbus,OH,ncaa_mbb
3891,Reliant Stadium,Houston,TX,ncaa_mbb
1829,Desert Diamond Arena,Glendale,AZ,ncaa_mbb
7560,Flagler Gymnasium,St. Augustine,FL,ncaa_mbb
7553,Pavilion (CA),San Juan Capistrano,CA,ncaa_mbb
7574,Cool Insuring Arena,Glens Falls,NY,ncaa_mbb
7546,Coca-Cola Coliseum,Toronto,ON,ncaa_mbb
5321,RP Funding Center,Lakeland,FL,ncaa_mbb
5295,Kimbrell Arena,Abilene,TX,ncaa_mbb
1628,Rec Hall,University Park,PA,ncaa_mbb
2029,Target Center,Minneapolis,MN,ncaa_mbb
1841,crypto.com Arena,Los Angeles,CA,ncaa_mbb
3970,State Farm Stadium,Glendale,AZ,ncaa_mbb
1925,Coleman Coliseum,Tuscaloosa,AL,ncaa_wbb
1982,Thomas Assembly Center,Ruston,LA,ncaa_wbb
360,Stephen C. O'Connell Center,Gainesville,FL,ncaa_wbb
496,Haas Pavilion,Berkeley,CA,ncaa_wbb
1914,Cameron Indoor Stadium,Durham,NC,ncaa_wbb
1952,Tucker Center,Tallahassee,FL,ncaa_wbb
432,Hilton Coliseum,Ames,IA,ncaa_wbb
135,Conte Forum,Chestnut Hill,MA,ncaa_wbb
2206,McCamish Pavilion,Atlanta,GA,ncaa_wbb
1985,Watsco Center,Coral Gables,FL,ncaa_wbb
1975,Carmichael Arena,Chapel Hill,NC,ncaa_wbb
1961,Moody Coliseum (Dallas),Dallas,TX,ncaa_wbb
1927,John Paul Jones Arena,Charlottesville,VA,ncaa_wbb
2019,Carnesecca Arena,Queens,NY,ncaa_wbb
2092,Simon Skjodt Assembly Hall,Bloomington,IN,ncaa_wbb
5060,T-Mobile Arena,Las Vegas,NV,ncaa_wbb
4569,Pinnacle Bank Arena,Lincoln,NE,ncaa_wbb
1977,Matthew Knight Arena,Eugene,OR,ncaa_wbb
1942,Bryce Jordan Center,University Park,PA,ncaa_wbb
2008,Jersey Mike’s Arena,Piscataway,NJ,ncaa_wbb
2088,Stegeman Coliseum,Athens,GA,ncaa_wbb
2100,Memorial Coliseum (KY),Lexington,KY,ncaa_wbb
557,Pete Maravich Assembly Center,Baton Rouge,LA,ncaa_wbb
2118,Patrick Gymnasium,Burlington,VT,ncaa_wbb
2114,Reed Arena,College Station,TX,ncaa_wbb
2084,Memorial Gymnasium (TN),Nashville,TN,ncaa_wbb
4606,Skip Chappelle Court in Memorial Gymnasium,Orono,ME,ncaa_wbb
2179,Thomas M. Ryan Center,Kingston,RI,ncaa_wbb
7229,Kathleen and Tom Elam Center,Martin,TN,ncaa_wbb
2120,LJVM Coliseum,Winston-Salem,NC,ncaa_wbb
1938,The Super Pit,Denton,TX,ncaa_wbb
1902,Tudor Fieldhouse,Houston,TX,ncaa_wbb
2041,Yuengling Center,Tampa,FL,ncaa_wbb
2131,Bramlage Coliseum,Manhattan,KS,ncaa_wbb
1992,Gallagher-Iba Arena,Stillwater,OK,ncaa_wbb
2047,United Supermarkets Arena,Lubbock,TX,ncaa_wbb
2196,Jon M. Huntsman Center,Salt Lake City,UT,ncaa_wbb
2052,Beasley Coliseum,Pullman,WA,ncaa_wbb
2024,The Pit,Albuquerque,NM,ncaa_wbb
239,Halton Arena,Charlotte,NC,ncaa_wbb
1055,Firestone Fieldhouse,Malibu,CA,ncaa_wbb
7242,Schoenecker Arena,Saint Paul,MN,ncaa_wbb
2125,Charles E. Smith Center,Washington,DC,ncaa_wbb
1923,John J. Lee Amphitheater,New Haven,CT,ncaa_wbb
1999,Case Gym,Boston,MA,ncaa_wbb
2119,Cassell Coliseum,Blacksburg,VA,ncaa_wbb
1989,Joseph G. Echols Hall,Norfolk,VA,ncaa_wbb
10949,John Wooden Family Fieldhouse,Xenia,OH,ncaa_wbb
1920,Truist Arena,Highland Heights,KY,ncaa_wbb
469,Bren Events Center,Irvine,CA,ncaa_wbb
2054,Zidian Family Arena at Beeghly Center,Youngstown,OH,ncaa_wbb
2186,Christl Arena,West Point,NY,ncaa_wbb
2209,Lavietes Pavilion,Cambridge,MA,ncaa_wbb
1958,UPMC Cooper Fieldhouse,Pittsburgh,PA,ncaa_wbb
2142,Bud Walton Arena,Fayetteville,AR,ncaa_wbb
137,Hart Center Arena,Worcester,MA,ncaa_wbb
1944,Alumni Gymnasium (Rider),Lawrenceville,NJ,ncaa_wbb
2058,David S. Mack Sports and Exhibition Complex,Hempstead,NY,ncaa_wbb
2203,James A. Rhodes Arena,Akron,OH,ncaa_wbb
2220,Stroh Center,Bowling Green,OH,ncaa_wbb
2107,Broadview Arena,Buffalo,NY,ncaa_wbb
2087,McGuirk Arena,Mount Pleasant,MI,ncaa_wbb
2109,Gervin GameAbove Center,Ypsilanti,MI,ncaa_wbb
2020,M.A.C. Center,Kent,OH,ncaa_wbb
2134,Millett Hall,Oxford,OH,ncaa_wbb
2090,NIU Convocation Center,Dekalb,IL,ncaa_wbb
2135,Convocation Center (OH),Athens,OH,ncaa_wbb
2116,Savage Arena,Toledo,OH,ncaa_wbb
1972,University Arena (MI),Kalamazoo,MI,ncaa_wbb
5433,Scheels Center,Fargo,ND,ncaa_wbb
2170,Hulman Center,Terre Haute,IN,ncaa_wbb
1953,Neville Arena,Auburn,AL,ncaa_wbb
2128,Dee Glen Smith Spectrum,Logan,UT,ncaa_wbb
820,Maples Pavilion,Stanford,CA,ncaa_wbb
2094,Williams Arena,Minneapolis,MN,ncaa_wbb
2188,Cotterell Court,Hamilton,NY,ncaa_wbb
1912,Littlejohn Coliseum,Clemson,SC,ncaa_wbb
2202,Elma Roane Fieldhouse,Memphis,TN,ncaa_wbb
1974,Hawkins Arena,Macon,GA,ncaa_wbb
5432,Sanford Coyote Sports Center,Vermillion,SD,ncaa_wbb
299,Worthen Arena,Muncie,IN,ncaa_wbb
4534,Global Credit Union Arena,Phoenix,AZ,ncaa_wbb
782,Alaska Airlines Arena,Seattle,WA,ncaa_wbb
2117,Don Haskins Center,El Paso,TX,ncaa_wbb
1064,McKale Center at ALKEME Arena,Tucson,AZ,ncaa_wbb
2205,Al Lawson Center,Tallahassee,FL,ncaa_wbb
8619,Adidas Arena,Paris,France,ncaa_wbb
5725,Schar Center,Elon,NC,ncaa_wbb
2053,Arena-Auditorium,Laramie,WY,ncaa_wbb
2011,Liacouras Center,Philadelphia,PA,ncaa_wbb
2016,Paul Porter Arena,Boiling Springs,NC,ncaa_wbb
2182,Chace Athletic Center,Smithfield,RI,ncaa_wbb
6008,Chesapeake Employers Insurance Arena,Baltimore,MD,ncaa_wbb
2002,Levien Gymnasium,New York,NY,ncaa_wbb
833,Desert Financial Arena,Tempe,AZ,ncaa_wbb
475,Moby Arena,Fort Collins,CO,ncaa_wbb
1051,Pavilion,Las Vegas,NV,ncaa_wbb
2141,Stabler Arena,Bethlehem,PA,ncaa_wbb
1991,Lloyd Noble Center,Norman,OK,ncaa_wbb
544,Leavey Center,Santa Clara,CA,ncaa_wbb
2079,William R. Johnson Coliseum,Nacogdoches,TX,ncaa_wbb
2077,Smith-Hammond-Middleton Memorial Center,Orangeburg,SC,ncaa_wbb
2139,Reynolds Coliseum,Raleigh,NC,ncaa_wbb
1973,Cintas Center,Cincinnati,OH,ncaa_wbb
348,Kohl Center,Madison,WI,ncaa_wbb
2044,Food City Center,Knoxville,TN,ncaa_wbb
2126,Fertitta Center,Houston,TX,ncaa_wbb
2194,Schollmaier Arena,Fort Worth,TX,ncaa_wbb
2199,Hope Coliseum,Morgantown,WV,ncaa_wbb
2039,UD Arena,Dayton,OH,ncaa_wbb
1987,Breslin Center,East Lansing,MI,ncaa_wbb
2025,Petersen Events Center,Pittsburgh,PA,ncaa_wbb
4484,Addition Financial Arena,Orlando,FL,ncaa_wbb
2129,The Jungle,Indianapolis,IN,ncaa_wbb
1979,McCarthey Athletic Center,Spokane,WA,ncaa_wbb
1964,JMA Wireless Dome,Syracuse,NY,ncaa_wbb
194,John M. Belk Arena,Davidson,NC,ncaa_wbb
1895,Credit Union 1 Arena,Chicago,IL,ncaa_wbb
317,Schottenstein Center,Columbus,OH,ncaa_wbb
2108,Marriott Center,Provo,UT,ncaa_wbb
363,Carver-Hawkeye Arena,Iowa City,IA,ncaa_wbb
1990,Welsh-Ryan Arena,Evanston,IL,ncaa_wbb
399,Mackey Arena,West Lafayette,IN,ncaa_wbb
2051,Siegel Center,Richmond,VA,ncaa_wbb
2038,Allen Arena,Nashville,TN,ncaa_wbb
2201,Williams Arena at Minges Coliseum,Greenville,NC,ncaa_wbb
2171,Allen Fieldhouse,Lawrence,KS,ncaa_wbb
2169,UHY Center,Loudonville,NY,ncaa_wbb
2091,UCCU Center,Orem,UT,ncaa_wbb
2049,Reynolds Center,Tulsa,OK,ncaa_wbb
2032,Hinkle Fieldhouse,Indianapolis,IN,ncaa_wbb
2048,Avron B. Fogelman Arena in the Devlin Fieldhouse,New Orleans,LA,ncaa_wbb
7507,Event Center,Huntsville,AL,ncaa_wbb
7117,Liberty Arena (VA),Lynchburg,VA,ncaa_wbb
2127,State Farm Center,Champaign,IL,ncaa_wbb
2161,Walsh Gymnasium,South Orange,NJ,ncaa_wbb
64,PeoplesBank Arena,Hartford,CT,ncaa_wbb
2133,XFINITY Center,College Park,MD,ncaa_wbb
2071,Mizzou Arena,Columbia,MO,ncaa_wbb
2083,Thomas & Mack Center,Las Vegas,NV,ncaa_wbb
2065,Worthington Arena,Bozeman,MT,ncaa_wbb
1901,The Dedmon Center,Radford,VA,ncaa_wbb
2078,The Nest,Sacramento,CA,ncaa_wbb
1937,Pan American Center,Las Cruces,NM,ncaa_wbb
1903,Daskalakis Athletic Center,Philadelphia,PA,ncaa_wbb
1924,Events Center (Binghamton),Binghamton,NY,ncaa_wbb
2075,Knapp Center,Des Moines,IA,ncaa_wbb
2022,CFSB Center,Murray,KY,ncaa_wbb
2231,Island FCU Arena,Stony Brook,NY,ncaa_wbb
2144,Detrick Gymnasium,New Britain,CT,ncaa_wbb
2146,McKenzie Arena,Chattanooga,TN,ncaa_wbb
7107,Atlantic Union Bank Center,Harrisonburg,VA,ncaa_wbb
245,Ramsey Center,Cullowhee,NC,ncaa_wbb
2136,Chiles Center,Portland,OR,ncaa_wbb
7509,Foster Pavilion,Waco,TX,ncaa_wbb
1984,Mullins Center,Amherst,MA,ncaa_wbb
2095,Humphrey Coliseum,Starkville,MS,ncaa_wbb
2207,CU Events Center,Boulder,CO,ncaa_wbb
2193,Mitchell Center,Mobile,AL,ncaa_wbb
10796,First Bank & Trust Arena,Brookings,SD,ncaa_wbb
4691,Alumni Hall (RI),Providence,RI,ncaa_wbb
2140,Brooklyn Athletic Center,Brooklyn,NY,ncaa_wbb
1986,Crisler Center,Ann Arbor,MI,ncaa_wbb
2007,Rose Hill Gym,Bronx,NY,ncaa_wbb
1976,Broadview Center,Albany,NY,ncaa_wbb
2212,University Credit Union Center,Davis,CA,ncaa_wbb
1897,Murphy Center,Murfreesboro,TN,ncaa_wbb
2005,Calihan Hall,Detroit,MI,ncaa_wbb
1899,The Palestra,Philadelphia,PA,ncaa_wbb
2014,Clune Arena,Colorado Springs,CO,ncaa_wbb
1910,Bender Arena,Washington,DC,ncaa_wbb
1950,Betty Engelstad Sioux Center,Grand Forks,ND,ncaa_wbb
2030,KFC Yum! Center,Louisville,KY,ncaa_wbb
2112,Icardo Center,Bakersfield,CA,ncaa_wbb
2216,Ocean Bank Convocation Center,Miami,FL,ncaa_wbb
1978,Burr Gymnasium,Washington,DC,ncaa_wbb
5420,Joel & Diane Bloom Wellness and Events Center,Newark,NJ,ncaa_wbb
1908,Farris Center,Conway,AR,ncaa_wbb
1915,Baptist Health Arena,Richmond,KY,ncaa_wbb
2192,Provident Credit Union Event Center,San Jose,CA,ncaa_wbb
5427,Wintrust Arena,Chicago,IL,ncaa_wbb
2167,EagleBank Arena,Fairfax,VA,ncaa_wbb
10887,John Glaser Arena,Philadelphia,PA,ncaa_wbb
1933,Gentile Arena,Chicago,IL,ncaa_wbb
2042,Reilly Center,Saint Bonaventure,NY,ncaa_wbb
2123,UNF Arena,Jacksonville,FL,ncaa_wbb
2086,Charles Koch Arena,Wichita,KS,ncaa_wbb
539,LBS Financial Credit Union Pyramid,Long Beach,CA,ncaa_wbb
2015,VyStar Arena,Kennesaw,GA,ncaa_wbb
415,Klotsche Center,Milwaukee,WI,ncaa_wbb
1955,TD Arena,Charleston,SC,ncaa_wbb
2163,OceanFirst Bank Center,West Long Branch,NJ,ncaa_wbb
1946,Kress Center,Green Bay,WI,ncaa_wbb
2159,Athletics-Recreation Center,Valparaiso,IN,ncaa_wbb
914,Save Mart Center,Fresno,CA,ncaa_wbb
4485,Kennedy Family Athletic Complex,Lowell,MA,ncaa_wbb
2006,Brooks Gymnasium,Johnson City,TN,ncaa_wbb
2110,Abessinio Court at Eleanor R. Baldwin Arena,Boca Raton,FL,ncaa_wbb
1921,Bodford Arena,Greensboro,NC,ncaa_wbb
2081,McDougald-McLendon Arena,Durham,NC,ncaa_wbb
488,University Credit Union Pavilion,Moraga,CA,ncaa_wbb
2010,Strahan Arena at the University Events Center,San Marcos,TX,ncaa_wbb
4585,Bernard G. Johnson Coliseum,Huntsville,TX,ncaa_wbb
2130,Pete Mathews Coliseum,Jacksonville,AL,ncaa_wbb
2115,UTSA Convocation Center,San Antonio,TX,ncaa_wbb
1918,Galen Center,Los Angeles,CA,ncaa_wbb
4486,Robins Center,Richmond,VA,ncaa_wbb
6020,Viking Pavilion,Portland,OR,ncaa_wbb
789,The Sobrato Center,San Francisco,CA,ncaa_wbb
1951,Jones Convocation Center,Chicago,IL,ncaa_wbb
1893,Spectrum Center,Charlotte,NC,ncaa_wbb
1956,Gampel Pavilion,Storrs,CT,ncaa_wbb
1969,Finneran Pavilion,Villanova,PA,ncaa_wbb
7510,Ted Grant Court,Syracuse,NY,ncaa_wbb
2152,Hooper Eblen Center,Cookeville,TN,ncaa_wbb
2093,Reitz Arena,Baltimore,MD,ncaa_wbb
2187,Buccaneer Fieldhouse,Charleston,SC,ncaa_wbb
6853,LionTree Arena,San Diego,CA,ncaa_wbb
5726,Meeks Family Fieldhouse,Evansville,IN,ncaa_wbb
1934,McCann Arena,Poughkeepsie,NY,ncaa_wbb
1907,M&T Bank Arena,Hamden,CT,ncaa_wbb
2175,Knott Arena,Emmitsburg,MD,ncaa_wbb
2190,Banterra Center,Carbondale,IL,ncaa_wbb
5059,Baxter Arena,Omaha,NE,ncaa_wbb
479,Pauley Pavilion,Los Angeles,CA,ncaa_wbb
1935,Cam Henderson Center,Huntington,WV,ncaa_wbb
201,Fifth Third Arena,Cincinnati,OH,ncaa_wbb
1966,Great Southern Bank Arena,Springfield,MO,ncaa_wbb
7116,Qubein Center,High Point,NC,ncaa_wbb
7317,Moody Center,Austin,TX,ncaa_wbb
2028,ExtraMile Arena,Boise,ID,ncaa_wbb
5168,The Sandy and John Black Pavilion at Ole Miss,Oxford,MS,ncaa_wbb
2162,D.J. Sokol Arena,Omaha,NE,ncaa_wbb
2111,Viejas Arena,San Diego,CA,ncaa_wbb
2168,Bank of Colorado Arena,Greeley,CO,ncaa_wbb
2180,Jack Stephens Center,Little Rock,AR,ncaa_wbb
1993,Mabee Center,Tulsa,OK,ncaa_wbb
1940,Chartway Arena,Norfolk,VA,ncaa_wbb
6285,Hammel Court,North Andover,MA,ncaa_wbb
7094,Wisdom Gym,Stephenville,TX,ncaa_wbb
2067,David R. Stopher Gymnasium,Thibodaux,LA,ncaa_wbb
2066,Corbett Sports Center,Greensboro,NC,ncaa_wbb
2189,Bob Carpenter Center,Newark,DE,ncaa_wbb
192,Nutter Center,Dayton,OH,ncaa_wbb
7413,Leo D. Mahoney Arena,Fairfield,CT,ncaa_wbb
2001,Hynes Athletics Center,New Rochelle,NY,ncaa_wbb
2143,Wolstein Center,Cleveland,OH,ncaa_wbb
6839,Hyland Arena,Saint Charles,MO,ncaa_wbb
1947,Chaifetz Arena,St. Louis,MO,ncaa_wbb
2197,Western Hall,Macomb,IL,ncaa_wbb
2089,Hanner Fieldhouse,Statesboro,GA,ncaa_wbb
4531,Moody Coliseum (Abilene),Abilene,TX,ncaa_wbb
11030,Tahoe Blue Event Center,Stateline,NV,ncaa_wbb
2198,Dee Events Center,Ogden,UT,ncaa_wbb
282,Purcell Pavilion,South Bend,IN,ncaa_wbb
1900,Jadwin Gymnasium,Princeton,NJ,ncaa_wbb
7342,Curry Arena,Charlotte,NC,ncaa_wbb
2064,Hytche Center,Princess Anne,MD,ncaa_wbb
2076,Bogota Savings Bank Center,Hackensack,NJ,ncaa_wbb
7095,Burns Arena,St. George,UT,ncaa_wbb
2036,Pizzitola Sports Center,Providence,RI,ncaa_wbb
2033,First National Bank Arena,Jonesboro,AR,ncaa_wbb
4308,The HTC Center,Conway,SC,ncaa_wbb
2004,Leede Arena,Hanover,NH,ncaa_wbb
2046,Templeton Center,Clinton,SC,ncaa_wbb
2003,Titan Gym,Fullerton,CA,ncaa_wbb
1949,Mortgage Matchup Center,Phoenix,AZ,ncaa_wbb
2098,Curb Event Center Arena,Nashville,TN,ncaa_wbb
6018,Cabot Center,Boston,MA,ncaa_wbb
2021,Hill Field House,Baltimore,MD,ncaa_wbb
1913,Newman Arena,Ithaca,NY,ncaa_wbb
2176,Alumni Hall (Navy),Annapolis,MD,ncaa_wbb
1906,John W. Pope Jr. Convocation Center,Buies Creek,NC,ncaa_wbb
470,The Thunderdome,Santa Barbara,CA,ncaa_wbb
2062,Draddy Gymnasium,Riverdale,NY,ncaa_wbb
1962,Colonial Life Arena,Columbia,SC,ncaa_wbb
1957,Memorial Hall (DE),Dover,DE,ncaa_wbb
1995,Dahlberg Arena,Missoula,MT,ncaa_wbb
10986,Greensboro Complex,Greensboro,NC,ncaa_wbb
5995,CB&S Bank Arena at Flowers Hall,Florence,AL,ncaa_wbb
553,Alex G. Spanos Center,Stockton,CA,ncaa_wbb
2040,University Center,Hammond,LA,ncaa_wbb
2609,Kimmel Arena,Asheville,NC,ncaa_wbb
1904,Reed Gym,Pocatello,ID,ncaa_wbb
4796,Sanford Pentagon,Sioux Falls,SD,ncaa_wbb
1919,First Community Arena,Edwardsville,IL,ncaa_wbb
2155,Bartow Arena,Birmingham,AL,ncaa_wbb
1960,America First Events Center,Cedar City,UT,ncaa_wbb
2017,Convocation Center (VA),Hampton,VA,ncaa_wbb
1948,McLeod Center,Cedar Falls,IA,ncaa_wbb
1936,Lundholm Gymnasium,Durham,NH,ncaa_wbb
2070,G.B. Hodge Center,Spartanburg,SC,ncaa_wbb
5994,Dale E. and Sarah Ann Fowler Events Center,Riverside,CA,ncaa_wbb
1965,Redhawk Center,Seattle,WA,ncaa_wbb
2061,Fant-Ewing Coliseum,Monroe,LA,ncaa_wbb
2132,Kirby Sports Center,Easton,PA,ncaa_wbb
2174,Ellis T. Johnson Arena,Morehead,KY,ncaa_wbb
1959,Reese Court,Cheney,WA,ncaa_wbb
7554,Colonial Hall,White Sulphur Springs,WV,ncaa_wbb
1932,CEFCU Arena,Normal,IL,ncaa_wbb
7340,Liberty Arena (IN),Evansville,IN,ncaa_wbb
2101,Alico Arena,Fort Myers,FL,ncaa_wbb
6016,Seabury Center Arena,Berea,KY,ncaa_wbb
1994,Swisher Gymnasium,Jacksonville,FL,ncaa_wbb
4532,McDermott Center,San Antonio,TX,ncaa_wbb
7339,The Field House,Commerce,TX,ncaa_wbb
1926,Lakefront Arena,New Orleans,LA,ncaa_wbb
2037,Koessler Athletic Center,Buffalo,NY,ncaa_wbb
2080,Insight Credit Union Arena at Edmunds Center,DeLand,FL,ncaa_wbb
7393,GSU Convocation Center,Atlanta,GA,ncaa_wbb
2013,McDonough Arena,Washington,DC,ncaa_wbb
10954,Hayes Gymnasium,Tigerville,SC,ncaa_wbb
4088,Rolle Activity Center,Flagstaff,AZ,ncaa_wbb
2082,SRC Arena,Riverside,CA,ncaa_wbb
2157,Trask Coliseum,Wilmington,NC,ncaa_wbb
2208,Sojka Pavilion,Lewisburg,PA,ncaa_wbb
9548,The Coliseum,Carrollton,GA,ncaa_wbb
4066,ESPN Wide World of Sports Complex,Lake Buena Vista,FL,ncaa_wbb
1916,William H. Pitt Center,Fairfield,CT,ncaa_wbb
2178,OU Credit Union O'rena,Rochester,MI,ncaa_wbb
7093,Knights Hall,Louisville,KY,ncaa_wbb
2177,Gallagher Center,Niagara Falls,NY,ncaa_wbb
2124,Renaissance Coliseum,Peoria,IL,ncaa_wbb
5426,Jerry Richardson Indoor Stadium,Spartanburg,SC,ncaa_wbb
2012,Sharp Gymnasium,Houston,TX,ncaa_wbb
6270,Chase Center,San Francisco,CA,ncaa_wbb
2165,H&PE Arena,Houston,TX,ncaa_wbb
373,Cajundome,Lafayette,LA,ncaa_wbb
2085,Spiro Sports Center,Staten Island,NY,ncaa_wbb
2113,Gentry Center,Nashville,TN,ncaa_wbb
4052,Swinney Center,Kansas City,MO,ncaa_wbb
540,Stan Sheriff Center,Honolulu,HI,ncaa_wbb
11036,Eastlink Centre,Charlottetown,PE,ncaa_wbb
461,Lawlor Events Center,Reno,NV,ncaa_wbb
6007,Townsley Law Arena,Lake Charles,LA,ncaa_wbb
2761,Imperial Arena,Nassau,Bahamas,ncaa_wbb
2138,Groniger Arena,Charleston,IL,ncaa_wbb
1922,Winthrop Coliseum,Rock Hill,SC,ncaa_wbb
812,Mott Athletics Center,San Luis Obispo,CA,ncaa_wbb
7511,Joan Perry Brock Center,Farmville,VA,ncaa_wbb
2607,George Q. Cannon Activities Center,Laie,HI,ncaa_wbb
854,Hamilton Gymnasium,Denver,CO,ncaa_wbb
4603,SECU Arena,Towson,MD,ncaa_wbb
7508,F&M Bank Arena,Clarksville,TN,ncaa_wbb
2137,Holmes Convocation Center,Boone,NC,ncaa_wbb
1971,E.A. Diddle Arena,Bowling Green,KY,ncaa_wbb
906,Al McGuire Center,Milwaukee,WI,ncaa_wbb
4823,Alaska Airlines Center,Anchorage,AK,ncaa_wbb
4822,The Arena at Northwest FL St,Niceville,FL,ncaa_wbb
7259,Lee's Family Forum,Henderson,NV,ncaa_wbb
10860,Trojan Fieldhouse,Nashville,TN,ncaa_wbb
1917,Show Me Center,Cape Girardeau,MO,ncaa_wbb
6310,Baha Mar Convention Center,Nassau,Bahamas,ncaa_wbb
7524,Acrisure Arena,Palm Springs,CA,ncaa_wbb
